id,name,series_id,price,year
"354","2013款 奥迪A5(进口) Sportback 40 TFSI quattro风尚版","12","60.49","2013"
"355","2013款 奥迪A5(进口) Cabriolet 40TFSI quattro","12","62.8","2013"
"356","2013款 奥迪A5(进口) Cabriolet 40 TFSI quattro风尚版","12","64.79","2013"
"357","2013款 奥迪A5(进口) Sportback 50TFSI quattro","12","63","2013"
"358","2013款 奥迪A5(进口) Sportback 50 TFSI quattro风尚版","12","64.99","2013"
"359","2013款 奥迪A5(进口) Coupe 50TFSI quattro","12","66","2013"
"360","2013款 奥迪A5(进口) Coupe 50 TFSI quattro风尚版","12","67.99","2013"
"361","2012款 奥迪A5(进口) Sportback 2.0T CVT","12","49.98","2012"
"362","2012款 奥迪A5(进口) Coupe 2.0T CVT","12","52.5","2012"
"363","2012款 奥迪A5(进口) Cabriolet 2.0T","12","59.8","2012"
"364","2012款 奥迪A5(进口) Coupe 2.0T 双离合 quattro","12","57.8","2012"
"365","2012款 奥迪A5(进口) Sportback 2.0T 双离合 quattro","12","58.8","2012"
"366","2012款 奥迪A5(进口) Cabriolet 2.0T quattro","12","62.8","2012"
"367","2012款 奥迪A5(进口) Sportback 3.0T 双离合 quattro","12","63","2012"
"368","2012款 奥迪A5(进口) Coupe 3.0T 双离合 quattro","12","66","2012"
"369","2011款 奥迪A5(进口) Sportback 2.0T 舒适型 CVT无级变速","12","49.39","2011"
