id,name,brand_id,group_name
1,奥迪A4L,1,一汽奥迪
2,奥迪Q5,1,一汽奥迪
3,奥迪A6L,1,一汽奥迪
4,奥迪Q3,1,一汽奥迪
5,奥迪A3,1,一汽奥迪
6,奥迪A4,1,一汽奥迪
7,奥迪100,1,一汽奥迪
8,奥迪200,1,一汽奥迪
9,奥迪Q7,1,进口奥迪
10,奥迪A8L,1,进口奥迪
11,奥迪R8,1,进口奥迪
12,奥迪A5,1,进口奥迪
13,奥迪A1,1,进口奥迪
14,奥迪A7,1,进口奥迪
15,奥迪TT,1,进口奥迪
16,奥迪A3(进口),1,进口奥迪
17,奥迪A6(进口),1,进口奥迪
18,奥迪A4(进口),1,进口奥迪
19,奥迪Q5(进口),1,进口奥迪
20,奥迪S8,1,进口奥迪
21,奥迪S5,1,进口奥迪
22,奥迪Q3(进口),1,进口奥迪
23,奥迪S7,1,进口奥迪
24,奥迪S6,1,进口奥迪
25,奥迪S4,1,进口奥迪
